sensorId,lat,lon,boxName,boxId,unit,temperatur-sensor-bme280_2019-01-14T18Z,temperatur-sensor-bme280_2019-01-14T19Z,temperatur-sensor-bme280_2019-01-14T20Z,temperatur-sensor-bme280_2019-01-14T21Z,temperatur-sensor-bme280_2019-01-14T22Z,temperatur-sensor-bme280_2019-01-14T23Z,temperatur-sensor-bme280_2019-01-15T00Z,temperatur-sensor-bme280_2019-01-15T01Z,temperatur-sensor-bme280_2019-01-15T02Z,temperatur-sensor-bme280_2019-01-15T03Z,temperatur-sensor-bme280_2019-01-15T04Z,temperatur-sensor-bme280_2019-01-15T05Z,temperatur-sensor-bme280_2019-01-15T06Z,temperatur-sensor-bme280_2019-01-15T07Z,temperatur-sensor-bme280_2019-01-15T08Z,temperatur-sensor-bme280_2019-01-15T09Z,temperatur-sensor-bme280_2019-01-15T10Z,temperatur-sensor-bme280_2019-01-15T11Z,temperatur-sensor-bme280_2019-01-15T12Z,temperatur-sensor-bme280_2019-01-15T13Z,temperatur-sensor-bme280_2019-01-15T14Z,temperatur-sensor-bme280_2019-01-15T15Z,temperatur-sensor-bme280_2019-01-15T16Z,temperatur-sensor-bme280_2019-01-15T17Z,temperatur-sensor-bme280_2019-01-15T18Z,temperatur-sensor-bme280_2019-01-15T19Z
5b05d735223bd80019dec65c,50.315095,8.113645,Luftdaten Hünfelden,5b05d735223bd80019dec659,°C,2.164814814814815,2.3272,2.5232,2.2622222222222224,2.361111111111111,2.2416666666666667,2.3275862068965516,1.9589285714285716,1.8666666666666667,1.8089285714285714,1.8603333333333334,1.8687500000000001,1.8775000000000002,1.6683333333333332,2.510689655172414,3.236896551724138,4.337000000000001,4.986551724137931,5.688214285714286,5.839285714285714,5.565666666666667,5.241071428571429,4.957241379310345,4.974736842105263,4.9875,
